system,workload,file_name,file_path,n_samples,n_features,target_name,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max
lrzip,silesia.tar,silesia.tar.csv,datasets\lrzip\silesia.tar.csv,191,11,time,161.84649298301818,31.375463032584392,106.69871728360603,236.0574632730744,36.38568474137932,2.986563569050464,31.81368017241381,44.46299655172415,50.90005835515136,5.221522320691865,43.251083879235516,66.47143015440467
lrzip,uiq-32.bin,uiq-32.bin.csv,datasets\lrzip\uiq-32.bin.csv,191,11,time,264.43275065226334,56.68655923949713,169.94270886241355,398.3403999388503,60.27829419540231,4.840385212578573,53.75785862068966,73.95586465517242,84.1329096558423,8.313589581323814,73.28174434721195,109.66534731283134
lrzip,uiq2-16.bin,uiq2-16.bin.csv,datasets\lrzip\uiq2-16.bin.csv,191,11,time,244.02234349625812,52.655282024477756,150.93728903071354,368.5518781359685,33.58252678160918,2.696850099326542,29.196762068965505,41.187799999999996,47.11582262130399,4.895219099411826,39.72308343157643,61.439845926131056
lrzip,uiq2-4.bin,uiq2-4.bin.csv,datasets\lrzip\uiq2-4.bin.csv,191,11,time,157.01143943876593,32.78371583778703,103.75203713109306,254.45066028681097,8.186026551724137,0.7965122362125793,7.100731034482757,10.346339655172414,11.804891163643036,1.3432674665651996,9.702719771558284,15.638924695255723
lrzip,uiq2-8.bin,uiq2-8.bin.csv,datasets\lrzip\uiq2-8.bin.csv,191,11,time,190.7600112094912,39.14221346908014,128.45499323690566,282.518345289711,16.683134137931035,1.4817039091563433,14.418556034482764,20.643362068965516,23.540092517821712,2.567228712344695,19.986406833703953,30.996803579950818
lrzip,vmlinux-5.10.tar,vmlinux-5.10.tar.csv,datasets\lrzip\vmlinux-5.10.tar.csv,191,11,time,95.7713834464867,17.134192597869337,69.6572332124611,146.66555331261983,5.273559683908045,0.5111441106041479,4.436959482758622,6.655239655172411,7.455500532345439,0.8316856193795722,6.26873470933604,9.800305484388105
x264,Johnny_1280x720_60_short.y4m,Johnny_1280x720_60_short.y4m.csv,datasets\x264\Johnny_1280x720_60_short.y4m.csv,3113,25,time,12.898357998256426,0.5400186150781743,11.89511723413225,14.327254326993732,0.9677870496952933,0.056951529826830265,0.8731370230447644,1.07913011101764,2.285414636187978,0.11132764000612269,2.058539952256605,2.457822280724437
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,datasets\x264\Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,3113,25,time,12.145970828841977,0.48249498199859603,11.10633666743435,13.370694019381894,3.3101534275845004,0.18661434617742326,2.9860589114280662,3.6838508766697244,7.5396764642060985,0.36489561796844827,6.7789534840508745,8.083472091780534
x264,blue_sky_1080p25_short.y4m,blue_sky_1080p25_short.y4m.csv,datasets\x264\blue_sky_1080p25_short.y4m.csv,3113,25,time,12.423043183743435,0.49664024253745653,11.270912026915166,13.475098452628211,1.2052726454327753,0.06791078720452057,1.0909841809421827,1.3337729034108305,2.7479510937192706,0.13809773621148724,2.464790058774397,2.961991235510105
x264,pedestrian_area_1080p25_short.y4m,pedestrian_area_1080p25_short.y4m.csv,datasets\x264\pedestrian_area_1080p25_short.y4m.csv,3113,25,time,12.391167786072637,0.520976475318382,11.212989412565072,13.33114257672015,1.4136023615234898,0.08184652754908778,1.2714615039002748,1.5781774010910583,3.1803074877386366,0.16124614803286996,2.854524615568207,3.440918023493826
x264,riverbed_1080p25_short.y4m,riverbed_1080p25_short.y4m.csv,datasets\x264\riverbed_1080p25_short.y4m.csv,3113,25,time,12.69463199798203,0.5225037683355381,11.53678208490386,13.400177691314891,2.7138506847351493,0.14824982789831256,2.4371255986157836,2.9802872341184874,6.119648696860208,0.302914632205432,5.54083869125631,6.621995385997563
x264,sd_bridge_close_cif_short.y4m,sd_bridge_close_cif_short.y4m.csv,datasets\x264\sd_bridge_close_cif_short.y4m.csv,3113,25,time,9.167526656167983,0.3827020789711081,8.4723142052075,9.993156012715462,0.052923572259958036,0.0027100165140020796,0.048490921833044334,0.059060843530131434,0.11570578309039559,0.005462807836500391,0.10669454704047253,0.12657928120519615
x264,sd_city_4cif_short.y4m,sd_city_4cif_short.y4m.csv,datasets\x264\sd_city_4cif_short.y4m.csv,3113,25,time,12.548535303741765,0.5558485163821721,11.406641290633628,13.951321626430424,0.5540844666375537,0.03376497779351154,0.4953656797015736,0.6251316952177014,1.2813210909779016,0.0656800985595626,1.1587012891427264,1.3943448807990617
x264,sd_crew_cif_short.y4m,sd_crew_cif_short.y4m.csv,datasets\x264\sd_crew_cif_short.y4m.csv,3113,25,time,10.78725388272642,0.4529275183110914,9.821886456853349,11.511243450517329,0.09371365364431254,0.005233483116886419,0.08359475138931377,0.10301640492760278,0.21216420234518202,0.010459462622766003,0.1878896278875512,0.22536144801982377
x264,sintel_trailer_2k_720p24_short.y4m,sintel_trailer_2k_720p24_short.y4m.csv,datasets\x264\sintel_trailer_2k_720p24_short.y4m.csv,3113,25,time,9.782058661403566,0.39502236070248,8.85538858658877,10.43216872795017,0.14726193178103822,0.0081430999395288,0.1312152363107985,0.16264576119098612,0.3353307572245926,0.017502259241585553,0.29591023917509157,0.3657202028398435
xz,ambivert.wav.tar,ambivert.wav.tar.csv,datasets\xz\ambivert.wav.tar.csv,1999,33,time,2.563695052885576,0.1827859129446519,2.2588998622211856,2.997390890489426,0.594691660947471,0.04395346131095416,0.520891926388891,0.6828108367063479,1.479143841738622,0.16478684669213262,1.1323609516304514,1.7619269307642638
xz,artificl.tar,artificl.tar.csv,datasets\xz\artificl.tar.csv,1999,33,time,30.37610956875299,1.2981667723509578,26.64578961640211,33.054785945767165,0.00671448021845439,0.0001713373768816703,0.006302259325396832,0.006994008432539687,0.00816332661679611,0.00020065018140306336,0.007647215976671892,0.008511122758880456
xz,deepfield.tar,deepfield.tar.csv,datasets\xz\deepfield.tar.csv,1999,33,time,2.583498485441717,0.11329780091141062,2.4222984545540145,2.8245997480933633,0.372856844349446,0.01968218159399956,0.34502316812169237,0.41744874027777634,0.6762149493985,0.09198892051722815,0.5596675068041258,0.8520637729538159
xz,enwik8.tar,enwik8.tar.csv,datasets\xz\enwik8.tar.csv,1999,33,time,7.637076543432224,0.8327373821901433,6.476528963711393,10.26578060003008,9.693551438696089,1.0009806923027278,8.3470058083664,11.975807768055557,33.88524535940571,3.7658899613132375,24.524591890941736,40.24625737573288
xz,fannie_mae_500k.tar,fannie_mae_500k.tar.csv,datasets\xz\fannie_mae_500k.tar.csv,1999,33,time,2.4296596189515633,0.22379895633211513,2.0505397469434126,2.999635315956116,0.9928324784492786,0.07679471516710694,0.8921415349206369,1.248832101884929,1.7772326372104963,0.3708475564899835,1.3896098430795194,3.3901508495801047
xz,large.tar,large.tar.csv,datasets\xz\large.tar.csv,1999,33,time,2.164405071935997,0.12269408921363277,1.902011963308757,2.4439882154614563,0.10326726552739644,0.004299544784609388,0.09374178988095126,0.11377078042327994,0.15582443582206112,0.013248792635624323,0.13614493749630238,0.1862567414198631
xz,misc.tar,misc.tar.csv,datasets\xz\misc.tar.csv,1999,33,time,4.575412930444974,0.18539882123146742,4.211812309134964,4.935207137735094,0.02044057468815136,0.0014039579902159218,0.016664418948412696,0.02244030426587299,0.05060050300464068,0.005270011747904134,0.03711261168444075,0.06071317745354634
xz,silesia.tar,silesia.tar.csv,datasets\xz\silesia.tar.csv,1999,33,time,2.335103810624366,0.18392949415765655,2.1366831839592737,2.8829021241719213,2.6064017750679382,0.1641224945446963,2.3151976615079435,2.936515537103175,5.514215140076888,0.5028397277279545,4.566026381868158,6.535031371347369
